Bank,Date,Currency,Currency Code,TT Buy,TT Sell
HDFC,2026-04-16,WON,WON,0.0605,0.0665
HDFC,2026-04-16,YEN,YEN,0.5649,0.6113
HDFC,2026-04-16,RIAL,,234.36,250.01
HDFC,2026-04-16,BAHT,,2.81,3.03
HDFC,2026-04-16,RAND,,5.46,5.96
HDFC,2026-04-16,LIRA,,-,-
HDFC,2026-04-16,YUAN,,-,14.30
ICICI,2026-04-16,UAE Dirham,AED,24.6,26.19
ICICI,2026-04-16,Australian Dollar,AUD,24.09,25.61
ICICI,2026-04-16,BHD,BHD,239.5,255.03
ICICI,2026-04-16,Canadian Dollar,CAD,66.21,69.88
ICICI,2026-04-16,Swiss Franc,CHF,116.67,122.41
ICICI,2026-04-16,Chinese Yuan,CNY,13.07,14.31
ICICI,2026-04-16,Danish Krone,DKK,14.21,15.23
ICICI,2026-04-16,Euro,EUR,107.63,112.52
ICICI,2026-04-16,British Pound,GBP,123.5,130.01
ICICI,2026-04-16,Hong Kong Dollar,HKD,11.56,12.26
ICICI,2026-04-16,Japanese Yen,JPY,57.22,60.6
ICICI,2026-04-16,KWD,KWD,290.66,316.72
ICICI,2026-04-16,MYR,MYR,22.53,24.7
ICICI,2026-04-16,NOK,NOK,9.58,10.36
ICICI,2026-04-16,New Zealand Dollar,NZD,53.88,56.86
ICICI,2026-04-16,OMR,OMR,235.31,249.68
ICICI,2026-04-16,PLN,PLN,25.02,26.89
ICICI,2026-04-16,QAR,QAR,24.81,26.56
ICICI,2026-04-16,SEK,SEK,9.86,10.62
ICICI,2026-04-16,Singapore Dollar,SGD,72.16,74.83
ICICI,2026-04-16,THB,THB,2.83,3.01
ICICI,2026-04-16,US Dollar,USD,91.62,94.68
ICICI,2026-04-16,WON,WON,0.0606,0.0664
ICICI,2026-04-16,ZAR,ZAR,5.45,5.93
IOB,2026-04-16,UAE Dirham,AED,25.20,25.58
IOB,2026-04-16,Australian Dollar,AUD,66.63,67.37
IOB,2026-04-16,Canadian Dollar,CAD,67.61,68.36
IOB,2026-04-16,Swiss Franc,CHF,118.81,120.13
IOB,2026-04-16,Danish Krone,DKK,14.65,14.81
IOB,2026-04-16,Euro,EUR,109.58,110.68
IOB,2026-04-16,British Pound,GBP,126.01,127.28
IOB,2026-04-16,Hong Kong Dollar,HKD,11.84,11.97
IOB,2026-04-16,Japanese Yen,JPY,58.41,59.06
IOB,2026-04-16,LKR,LKR,29.35,29.79
IOB,2026-04-16,NOK,NOK,9.89,10
IOB,2026-04-16,New Zealand Dollar,NZD,54.85,55.46
IOB,2026-04-16,SEK,SEK,10.15,10.26
IOB,2026-04-16,Singapore Dollar,SGD,73.05,73.85
IOB,2026-04-16,US Dollar,USD,93.01,93.57
SBI,2026-04-16,UAE Dirham,AED,24.79,26.06
SBI,2026-04-16,Australian Dollar,AUD,24.37,25.53
SBI,2026-04-16,Canadian Dollar,CAD,67.24,68.85
SBI,2026-04-16,Swiss Franc,CHF,117.55,121.71
SBI,2026-04-16,Danish Krone,DKK,14.63,14.88
SBI,2026-04-16,Euro,EUR,108.92,111.61
SBI,2026-04-16,Hong Kong Dollar,HKD,11.82,12.01
SBI,2026-04-16,Indian Rupee,INR,10.14,10.3
SBI,2026-04-16,New Zealand Dollar,NZD,54.1,56.34
SBI,2026-04-16,Singapore Dollar,SGD,72.62,74.45
SBI,2026-04-16,WON,WON,0,0
SBI,2026-04-16,YEN,YEN,58.23,59.51
SBI,2026-04-16,TAKA,,0,0
SBI,2026-04-16,YUAN,,0,0
SBI,2026-04-16,RIAL,,24.2,27.26
SBI,2026-04-16,BAHT,,260,300
SBI,2026-04-16,LIRA,,0,0
SBI,2026-04-16,RAND,,5.57,5.87
HDFC,2026-04-15,UAE Dirham,AED,24.58,26.17
HDFC,2026-04-15,Australian Dollar,AUD,24.06,25.61
HDFC,2026-04-15,BHD,BHD,239.31,254.85
HDFC,2026-04-15,Canadian Dollar,CAD,65.67,69.60
HDFC,2026-04-15,Swiss Franc,CHF,116.14,122.35
HDFC,2026-04-15,CNH,CNH,13.05,14.30
HDFC,2026-04-15,Chinese Yuan,CNY,-,-
HDFC,2026-04-15,Danish Krone,DKK,14.19,15.21
HDFC,2026-04-15,Euro,EUR,107.47,112.22
HDFC,2026-04-15,British Pound,GBP,122.86,129.92
HDFC,2026-04-15,Hong Kong Dollar,HKD,11.52,12.26
HDFC,2026-04-15,Japanese Yen,JPY,0.5630,0.6092
HDFC,2026-04-15,KRW,KRW,0.0603,0.0662
HDFC,2026-04-15,KWD,KWD,294.39,313.98
HDFC,2026-04-15,LKR,LKR,-,-
HDFC,2026-04-15,MYR,MYR,-,-
HDFC,2026-04-15,NOK,NOK,9.39,10.35
HDFC,2026-04-15,New Zealand Dollar,NZD,52.66,57.31
HDFC,2026-04-15,OMR,OMR,234.20,249.88
HDFC,2026-04-15,QAR,QAR,24.67,26.45
HDFC,2026-04-15,RUB,RUB,-,-
HDFC,2026-04-15,SEK,SEK,9.66,10.63
HDFC,2026-04-15,Singapore Dollar,SGD,71.94,74.66
HDFC,2026-04-15,THB,THB,2.81,3.02
HDFC,2026-04-15,TRY,TRY,-,-
HDFC,2026-04-15,US Dollar,USD,91.50,94.87
HDFC,2026-04-15,ZAR,ZAR,5.45,5.95
ICICI,2026-04-15,UAE Dirham,AED,24.59,26.17
ICICI,2026-04-15,Australian Dollar,AUD,24.08,25.6
ICICI,2026-04-15,BHD,BHD,239.39,254.95
ICICI,2026-04-15,Canadian Dollar,CAD,65.89,69.53
ICICI,2026-04-15,Swiss Franc,CHF,116.45,122.17
ICICI,2026-04-15,Chinese Yuan,CNY,13.06,14.3
ICICI,2026-04-15,Danish Krone,DKK,14.17,15.19
ICICI,2026-04-15,Euro,EUR,107.33,112.2
ICICI,2026-04-15,British Pound,GBP,123.26,129.74
ICICI,2026-04-15,Hong Kong Dollar,HKD,11.55,12.24
ICICI,2026-04-15,Japanese Yen,JPY,57.04,60.4
ICICI,2026-04-15,KWD,KWD,290.52,316.54
ICICI,2026-04-15,MYR,MYR,22.51,24.69
ICICI,2026-04-15,NOK,NOK,9.49,10.27
ICICI,2026-04-15,New Zealand Dollar,NZD,53.7,56.66
ICICI,2026-04-15,OMR,OMR,235.2,249.54
ICICI,2026-04-15,PLN,PLN,24.93,26.79
ICICI,2026-04-15,QAR,QAR,24.8,26.54
ICICI,2026-04-15,SEK,SEK,9.79,10.56
ICICI,2026-04-15,Singapore Dollar,SGD,72.04,74.66
ICICI,2026-04-15,THB,THB,2.82,3.0
ICICI,2026-04-15,US Dollar,USD,91.58,94.63
ICICI,2026-04-15,WON,WON,0.0604,0.0661
ICICI,2026-04-15,ZAR,ZAR,5.44,5.92
IOB,2026-04-15,UAE Dirham,AED,25.17,25.55
IOB,2026-04-15,Australian Dollar,AUD,66,66.73
IOB,2026-04-15,Canadian Dollar,CAD,67.25,67.99
IOB,2026-04-15,Swiss Franc,CHF,118.53,119.84
IOB,2026-04-15,Danish Krone,DKK,14.61,14.77
IOB,2026-04-15,Euro,EUR,109.28,110.38
IOB,2026-04-15,British Pound,GBP,125.78,127.05
IOB,2026-04-15,Hong Kong Dollar,HKD,11.82,11.95
IOB,2026-04-15,Japanese Yen,JPY,58.28,58.92
IOB,2026-04-15,LKR,LKR,29.30,29.74
IOB,2026-04-15,NOK,NOK,9.80,9.91
IOB,2026-04-15,New Zealand Dollar,NZD,54.61,55.21
IOB,2026-04-15,SEK,SEK,10.08,10.19
IOB,2026-04-15,Singapore Dollar,SGD,72.85,73.66
IOB,2026-04-15,US Dollar,USD,92.91,93.47
IOB,2026-04-14,UAE Dirham,AED,25.23,25.61
IOB,2026-04-14,Australian Dollar,AUD,65.32,66.04
IOB,2026-04-14,Canadian Dollar,CAD,67.02,67.76
IOB,2026-04-14,Swiss Franc,CHF,117.31,118.61
IOB,2026-04-14,Danish Krone,DKK,14.51,14.67
IOB,2026-04-14,Euro,EUR,108.61,109.70
IOB,2026-04-14,British Pound,GBP,124.59,125.84
IOB,2026-04-14,Hong Kong Dollar,HKD,11.86,11.99
IOB,2026-04-14,Japanese Yen,JPY,58.12,58.77
IOB,2026-04-14,LKR,LKR,29.37,29.81
IOB,2026-04-14,NOK,NOK,9.73,9.84
IOB,2026-04-14,New Zealand Dollar,NZD,54.09,54.68
IOB,2026-04-14,SEK,SEK,9.95,10.06
IOB,2026-04-14,Singapore Dollar,SGD,72.80,73.60
IOB,2026-04-14,US Dollar,USD,93.13,93.69
HDFC,2026-04-13,UAE Dirham,AED,24.60,26.19
HDFC,2026-04-13,Australian Dollar,AUD,24.08,25.63
HDFC,2026-04-13,BHD,BHD,239.53,255.08
HDFC,2026-04-13,Canadian Dollar,CAD,65.32,69.24
HDFC,2026-04-13,Swiss Franc,CHF,114.68,120.84
HDFC,2026-04-13,CNH,CNH,13.03,14.27
HDFC,2026-04-13,Chinese Yuan,CNY,-,-
HDFC,2026-04-13,Danish Krone,DKK,14.08,15.09
HDFC,2026-04-13,Euro,EUR,106.65,111.36
HDFC,2026-04-13,British Pound,GBP,121.51,128.47
HDFC,2026-04-13,Hong Kong Dollar,HKD,11.54,12.28
HDFC,2026-04-13,Japanese Yen,JPY,0.5608,0.6070
HDFC,2026-04-13,KRW,KRW,0.0597,0.0656
HDFC,2026-04-13,KWD,KWD,294.61,314.21
HDFC,2026-04-13,LKR,LKR,-,-
HDFC,2026-04-13,MYR,MYR,-,-
HDFC,2026-04-13,NOK,NOK,9.31,10.26
HDFC,2026-04-13,New Zealand Dollar,NZD,52.00,56.58
HDFC,2026-04-13,OMR,OMR,234.40,250.12
HDFC,2026-04-13,QAR,QAR,24.70,26.47
HDFC,2026-04-13,RUB,RUB,-,-
HDFC,2026-04-13,SEK,SEK,9.51,10.47
HDFC,2026-04-13,Singapore Dollar,SGD,71.71,74.45
HDFC,2026-04-13,THB,THB,2.78,3.00
HDFC,2026-04-13,TRY,TRY,-,-
HDFC,2026-04-13,US Dollar,USD,91.58,94.96
HDFC,2026-04-13,ZAR,ZAR,5.39,5.88
ICICI,2026-04-13,UAE Dirham,AED,24.6,26.19
ICICI,2026-04-13,Australian Dollar,AUD,24.1,25.62
ICICI,2026-04-13,BHD,BHD,239.51,255.14
ICICI,2026-04-13,Canadian Dollar,CAD,65.52,69.16
ICICI,2026-04-13,Swiss Franc,CHF,114.96,120.62
ICICI,2026-04-13,Chinese Yuan,CNY,13.04,14.27
ICICI,2026-04-13,Danish Krone,DKK,14.06,15.07
ICICI,2026-04-13,Euro,EUR,106.48,111.33
ICICI,2026-04-13,British Pound,GBP,121.84,128.27
ICICI,2026-04-13,Hong Kong Dollar,HKD,11.56,12.26
ICICI,2026-04-13,Japanese Yen,JPY,56.8,60.16
ICICI,2026-04-13,KWD,KWD,290.58,316.77
ICICI,2026-04-13,MYR,MYR,22.4,24.55
ICICI,2026-04-13,NOK,NOK,9.42,10.18
ICICI,2026-04-13,New Zealand Dollar,NZD,53.01,55.94
ICICI,2026-04-13,OMR,OMR,235.33,249.72
ICICI,2026-04-13,PLN,PLN,24.64,26.49
ICICI,2026-04-13,QAR,QAR,24.81,26.56
ICICI,2026-04-13,SEK,SEK,9.64,10.39
ICICI,2026-04-13,Singapore Dollar,SGD,71.77,74.44
ICICI,2026-04-13,THB,THB,2.79,2.98
ICICI,2026-04-13,US Dollar,USD,91.63,94.69
ICICI,2026-04-13,WON,WON,0.0598,0.0655
ICICI,2026-04-13,ZAR,ZAR,5.38,5.85
IOB,2026-04-13,UAE Dirham,AED,25.23,25.61
IOB,2026-04-13,Australian Dollar,AUD,65.32,66.04
IOB,2026-04-13,Canadian Dollar,CAD,67.02,67.76
IOB,2026-04-13,Swiss Franc,CHF,117.31,118.61
IOB,2026-04-13,Danish Krone,DKK,14.51,14.67
IOB,2026-04-13,Euro,EUR,108.61,109.70
IOB,2026-04-13,British Pound,GBP,124.59,125.84
IOB,2026-04-13,Hong Kong Dollar,HKD,11.86,11.99
IOB,2026-04-13,Japanese Yen,JPY,58.12,58.77
IOB,2026-04-13,LKR,LKR,29.37,29.81
IOB,2026-04-13,NOK,NOK,9.73,9.84
IOB,2026-04-13,New Zealand Dollar,NZD,54.09,54.68
IOB,2026-04-13,SEK,SEK,9.95,10.06
IOB,2026-04-13,Singapore Dollar,SGD,72.80,73.60
IOB,2026-04-13,US Dollar,USD,93.13,93.69
SBI,2026-04-13,UAE Dirham,AED,24.79,26.04
SBI,2026-04-13,Australian Dollar,AUD,24.01,25.96
SBI,2026-04-13,Canadian Dollar,CAD,66.53,68.12
SBI,2026-04-13,Swiss Franc,CHF,115.82,119.89
SBI,2026-04-13,Danish Krone,DKK,14.47,14.72
SBI,2026-04-13,Euro,EUR,107.73,110.41
SBI,2026-04-13,Hong Kong Dollar,HKD,11.82,12.01
SBI,2026-04-13,Indian Rupee,INR,9.91,10.08
SBI,2026-04-13,New Zealand Dollar,NZD,53.23,55.41
SBI,2026-04-13,Singapore Dollar,SGD,72.22,74.04
SBI,2026-04-13,WON,WON,0,0
SBI,2026-04-13,YEN,YEN,57.8,59.06
SBI,2026-04-13,TAKA,,0,0
SBI,2026-04-13,YUAN,,0,0
SBI,2026-04-13,RIAL,,24.97,26.25
SBI,2026-04-13,BAHT,,260,297
SBI,2026-04-13,LIRA,,0,0
SBI,2026-04-13,RAND,,5.5,5.78
IOB,2026-04-10,UAE Dirham,AED,25.23,25.61
IOB,2026-04-10,Australian Dollar,AUD,65.32,66.04
IOB,2026-04-10,Canadian Dollar,CAD,67.02,67.76
IOB,2026-04-10,Swiss Franc,CHF,117.31,118.61
IOB,2026-04-10,Danish Krone,DKK,14.51,14.67
IOB,2026-04-10,Euro,EUR,108.61,109.70
IOB,2026-04-10,British Pound,GBP,124.59,125.84
IOB,2026-04-10,Hong Kong Dollar,HKD,11.86,11.99
IOB,2026-04-10,Japanese Yen,JPY,58.12,58.77
IOB,2026-04-10,LKR,LKR,29.37,29.81
IOB,2026-04-10,NOK,NOK,9.73,9.84
IOB,2026-04-10,New Zealand Dollar,NZD,54.09,54.68
IOB,2026-04-10,SEK,SEK,9.95,10.06
IOB,2026-04-10,Singapore Dollar,SGD,72.80,73.60
IOB,2026-04-10,US Dollar,USD,93.13,93.69
